Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
882,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,24.0,2000,14,14,1172,13.0,0,0,0,0,0,0,7,0,0.4,0.4,0.4,0.8,0.00,0.07,19,32,4,3,0,0.0,0.23,0.00,0.00,,10.6,0,0,0,0.4,0.4,0.13,-0.4,-0.4,724,803,90.2,12262,3415,0,0.4,0.2,-0.4,6,54,1,0,32,758,44,23,0,0,1,20,0,0,0,0,724,13,12,6,7,0,14,42.9,8,14,9,5,14,27,55,2,15,1.15,12,1,1,1,0,0,0,0.00,933,81,370,523,55,10,933,15,8,53.3,3,20.0,557,3149,1614,19,12,1,16,5,665,4,7,0,0,24,16,0,1,14,12,0,0,0,54,27,12,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Yahia Fofana,ci CIV,GK,Angers,fr Ligue 1,24.0,2000,26,26,2340,26.0,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,545,791,68.9,15744,11182,0,0.1,0.0,-0.1,1,7,0,0,0,517,272,68,0,1,0,0,0,0,0,0,545,0,0,0,0,0,2,0.0,2,0,0,0,1,1,19,2,3,0.12,2,1,0,0,0,0,0,0.00,869,773,867,2,0,0,869,1,1,100.0,0,0.0,435,2631,1782,0,0,0,0,0,290,0,4,0,0,0,7,0,0,1,0,0,0,0,32,5,3,62.5,42,1.62,153,111,74.5,7,6,13,5,19.2,4,3,0,1,52.3,0.33,+10.3,+0.39,112,334,33.5,585,146,37.8,35.3,425,41,9.6,16,0.62,10.5
884,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,26.0,1999,27,23,2004,22.3,1,4,5,1,0,0,5,0,1.1,1.1,2.4,3.5,0.22,0.16,34,146,26,29,5,17.2,1.30,0.22,0.03,0.20,25.7,0,0,0,1.1,1.1,0.04,-0.1,-0.1,1005,1163,86.4,17486,5783,4,2.4,1.7,+1.6,17,121,17,1,146,1121,40,38,7,6,7,2,0,0,0,0,1005,46,30,16,27,3,40,52.5,19,21,5,16,17,63,20,2,47,2.11,43,0,0,0,0,4,4,0.18,1329,28,249,899,201,13,1329,25,11,44.0,14,56.0,813,4821,2631,34,40,3,24,16,989,26,5,0,0,25,16,0,7,17,30,0,0,0,106,11,17,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,29.0,1996,22,22,1767,19.6,0,1,1,0,0,0,3,0,0.3,0.3,1.3,1.5,0.05,0.08,36,55,43,8,1,12.5,0.41,0.05,0.00,0.00,21.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3,608,851,71.4,11244,5039,1,1.3,2.1,-0.3,13,60,13,9,55,690,160,8,0,2,55,152,0,0,0,0,608,43,23,23,15,5,35,62.9,13,26,3,23,16,59,57,0,32,1.63,28,1,1,1,1,0,4,0.20,1047,67,398,459,198,16,1047,17,7,41.2,9,52.9,494,2642,1456,36,11,4,16,3,540,43,3,0,0,13,4,1,55,16,23,0,0,0,65,13,16,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Michael Folorunsho,it ITA,"FW,MF",Fiorentina,it Serie A,27.0,1998,8,5,488,5.4,0,0,0,0,0,0,4,0,0.7,0.7,0.6,1.3,0.00,0.24,8,18,22,5,2,40.0,0.92,0.37,0.00,0.00,12.7,0,0,0,0.7,0.7,0.14,-0.7,-0.7,128,173,74.0,1947,487,0,0.6,0.5,-0.6,3,11,5,2,18,161,11,7,0,0,14,3,1,1,0,0,128,12,9,3,5,4,14,35.7,9,7,1,6,3,15,6,0,9,1.66,6,0,1,1,1,0,0,0.00,235,4,33,128,78,10,235,15,7,46.7,5,33.3,138,728,319,8,4,3,8,8,154,22,4,0,0,11,20,0,14,3,9,0,0,0,20,11,11,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Michael Folorunsho,it ITA,"FW,MF",Napoli,it Serie A,27.0,1998,6,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.27,0,0,2,1,0,0.0,2.57,0.00,0.00,,9.8,0,0,0,0.1,0.1,0.10,-0.1,-0.1,10,14,71.4,134,39,0,0.0,0.0,0.0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,10,3,2,0,3,0,4,50.0,2,0,0,0,1,4,1,1,0,0.00,0,0,0,0,0,0,0,0.00,26,0,3,17,7,1,26,3,0,0.0,3,100.0,6,57,10,0,0,0,2,0,13,2,0,0,0,2,1,0,0,1,2,0,0,0,2,2,2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,Lamine Fomba,fr FRA,MF,Saint-Étienne,fr Ligue 1,27.0,1998,7,3,217,2.4,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,0.00,0.13,5,18,5,1,0,0.0,0.41,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.02,0.0,0.0,121,145,83.4,2006,615,0,0.3,0.1,-0.3,1,14,2,0,18,144,1,1,1,2,1,0,0,0,0,0,121,8,6,2,5,1,7,28.6,5,7,1,6,4,12,5,1,4,1.66,3,0,0,0,0,1,0,0.00,183,6,29,117,39,3,183,3,2,66.7,1,33.3,114,705,291,5,5,0,8,2,134,5,2,0,0,13,2,1,1,4,6,0,1,0,13,3,6,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,Carlos Forbs,pt POR,"MF,FW",Wolves,eng Premier League,21.0,2004,9,1,237,2.6,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,0.00,0.07,9,8,28,2,0,0.0,0.76,0.00,0.00,,19.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,56,87,64.4,739,228,0,0.0,0.1,0.0,1,2,3,1,8,85,2,0,0,0,9,2,0,0,0,0,56,8,5,5,2,1,5,80.0,1,3,0,3,1,9,2,1,5,1.91,3,0,2,0,0,0,1,0.38,117,3,20,38,60,13,117,12,7,58.3,5,41.7,72,435,297,9,3,8,7,4,82,28,2,0,0,2,1,0,9,1,5,0,0,0,11,1,3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Pablo Fornals,es ESP,"MF,FW",Betis,es La Liga,29.0,1996,17,14,1169,13.0,1,0,1,1,0,0,2,0,1.5,1.5,2.2,3.7,0.08,0.28,19,101,65,18,3,16.7,1.39,0.23,0.06,0.33,22.7,0,0,0,1.5,1.5,0.08,-0.5,-0.5,531,683,77.7,8694,3260,0,2.2,2.3,-2.2,26,64,27,8,101,636,45,14,7,8,46,8,23,7,6,0,531,13,9,6,6,1,17,29.4,12,19,1,18,14,27,10,1,67,5.16,58,5,2,2,0,0,5,0.38,798,5,86,417,300,26,798,19,6,31.6,13,68.4,451,1853,874,19,22,4,16,11,547,65,2,0,0,9,10,1,46,14,9,0,0,0,65,16,12,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Omari Forson,eng ENG,"MF,FW",Monza,it Serie A,20.0,2004,5,0,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.03,3,3,5,1,0,0.0,1.25,0.00,0.00,,29.2,0,0,0,0.0,0.0,0.03,0.0,0.0,34,43,79.1,500,97,0,0.0,0.1,0.0,0,3,2,0,3,42,1,0,0,0,4,1,0,0,0,0,34,2,2,1,1,0,2,50.0,1,2,0,2,0,2,0,0,0,0.00,0,0,0,0,0,0,0,0.00,53,0,5,22,26,0,53,4,3,75.0,1,25.0,36,284,112,3,5,0,4,1,40,5,0,0,0,1,0,1,4,0,2,0,0,0,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,37.0,1988,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,168,198,84.8,3349,2105,0,0.0,0.0,0.0,0,1,0,0,0,125,72,16,0,1,0,0,0,0,0,0,168,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,3,0,0.00,0,0,0,0,0,0,0,0.00,228,212,228,0,0,0,228,1,1,100.0,0,0.0,113,501,264,0,0,0,1,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,15,2.14,42,27,69.0,1,2,4,1,14.3,2,2,0,0,16.5,0.36,+1.5,+0.21,11,31,35.5,141,30,21.3,27.2,81,4,4.9,3,0.43,11.1
893,Héctor Fort,es ESP,DF,Barcelona,es La Liga,18.0,2006,12,3,375,4.2,0,0,0,0,0,0,2,0,0.1,0.1,0.7,0.8,0.00,0.20,9,15,18,3,0,0.0,0.72,0.00,0.00,,22.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,278,310,89.7,3963,909,0,0.7,1.2,-0.7,6,17,1,0,15,268,41,3,0,1,7,38,0,0,0,0,278,9,6,4,3,2,11,72.7,3,9,0,9,6,15,10,0,11,2.64,10,1,0,0,0,0,0,0.00,355,13,83,198,77,7,355,4,2,50.0,2,50.0,183,768,397,9,5,1,2,3,242,18,2,0,0,3,1,0,7,6,6,0,0,0,18,3,5,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,32.0,1993,26,19,1792,19.9,0,1,1,0,0,0,4,0,0.4,0.4,0.8,1.1,0.05,0.06,40,78,55,11,2,18.2,0.55,0.10,0.00,0.00,20.9,0,0,0,0.4,0.4,0.03,-0.4,-0.4,755,984,76.7,11920,4447,1,0.8,1.4,+0.2,6,64,12,3,78,767,212,30,0,3,48,182,0,0,0,0,755,34,23,22,9,3,30,60.0,12,15,3,12,11,45,60,1,27,1.36,19,3,1,3,0,1,4,0.20,1177,42,327,600,256,20,1177,29,7,24.1,16,55.2,558,3230,1869,40,29,5,22,15,682,55,4,0,0,21,23,0,48,11,23,0,0,0,75,9,14,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,27.0,1998,10,8,722,8.0,1,0,1,1,0,0,3,0,1.4,1.4,0.2,1.7,0.12,0.21,11,45,9,8,3,37.5,1.00,0.37,0.13,0.33,13.2,0,0,0,1.4,1.4,0.18,-0.4,-0.4,412,476,86.6,7345,2812,0,0.2,0.7,-0.2,5,28,8,2,45,421,55,16,3,3,4,35,0,0,0,0,412,18,13,9,5,4,11,72.7,3,11,3,8,12,30,48,1,11,1.37,11,0,0,0,0,0,0,0.00,581,57,254,251,83,10,581,4,2,50.0,2,50.0,283,1606,1119,11,10,0,4,2,349,9,3,0,0,9,3,0,4,12,13,0,0,0,23,20,13,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,Alejandro Francés,es ESP,DF,Girona,es La Liga,22.0,2002,11,8,710,7.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0.00,0.03,10,38,11,5,0,0.0,0.63,0.00,0.00,,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,450,530,84.9,8350,2340,0,0.0,0.4,0.0,2,38,5,2,38,444,85,16,0,4,14,69,0,0,0,0,450,22,15,13,8,1,25,72.0,7,9,3,6,12,34,26,0,11,1.39,10,0,0,1,0,0,1,0.13,621,33,215,318,92,5,621,8,4,50.0,4,50.0,321,1589,840,10,7,1,6,1,405,11,1,0,0,13,10,1,14,12,15,0,0,0,22,3,7,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,29.0,1995,18,16,1387,15.4,4,2,6,2,2,2,3,0,2.3,0.7,2.5,3.2,0.26,0.31,33,117,95,14,5,35.7,0.91,0.32,0.14,0.40,21.9,1,2,2,2.3,0.7,0.05,+1.7,+1.3,875,1092,80.1,13489,5466,2,2.5,2.9,-0.5,20,90,36,10,117,930,156,11,4,2,78,132,13,4,9,0,875,32,21,17,10,5,30,63.3,11,10,2,8,19,51,28,0,46,2.99,38,6,0,1,1,0,5,0.32,1230,42,240,546,454,38,1228,16,6,37.5,9,56.3,637,3033,1514,33,35,2,16,8,800,95,3,0,0,18,7,1,78,19,21,0,0,0,61,8,6,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,Enric Franquesa,es ESP,"DF,FW",Leganés,es La Liga,28.0,1997,12,7,616,6.8,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,0.15,0.06,11,12,30,3,1,33.3,0.44,0.15,0.33,1.00,16.8,0,0,0,0.3,0.3,0.10,+0.7,+0.7,158,225,70.2,2513,1004,0,0.1,0.1,-0.1,2,5,2,2,12,179,43,0,0,0,16,43,0,0,0,0,158,17,9,9,6,2,13,69.2,4,7,1,6,5,22,12,0,6,0.88,4,0,0,1,0,1,0,0.00,306,12,89,157,68,6,306,21,9,42.9,7,33.3,133,793,337,11,10,2,21,2,151,30,1,0,0,8,6,0,16,5,9,0,0,0,29,5,5,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,Ryan Fraser,sct SCO,"FW,DF",Southampton,eng Premier League,31.0,1994,8,4,306,3.4,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,0.00,0.04,10,8,18,1,1,100.0,0.29,0.29,0.00,0.00,31.6,0,0,0,0.0,0.0,0.03,0.0,0.0,77,103,74.8,1121,208,0,0.1,0.1,-0.1,2,3,1,0,8,97,5,0,0,0,12,3,2,2,0,0,77,6,2,2,4,0,6,66.7,2,1,1,0,1,7,9,0,5,1.47,5,0,0,0,0,0,0,0.00,131,12,45,50,37,3,131,3,2,66.7,1,33.3,74,492,252,10,5,2,4,2,94,18,0,1,0,1,4,1,12,1,2,0,1,0,10,2,3,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Davide Frattesi,it ITA,MF,Inter,it Serie A,25.0,1999,22,5,852,9.5,4,1,5,4,0,0,1,0,2.8,2.8,0.7,3.6,0.53,0.38,18,25,31,20,6,30.0,2.11,0.63,0.20,0.67,13.5,0,0,0,2.8,2.8,0.14,+1.2,+1.2,225,272,82.7,3350,693,1,0.7,0.7,+0.3,3,18,4,0,25,258,12,8,5,0,7,4,0,0,0,0,225,13,7,5,7,1,15,53.3,7,9,2,7,3,16,6,1,10,1.06,8,0,1,0,1,0,2,0.21,368,11,61,204,111,30,368,13,6,46.2,5,38.5,212,1175,633,18,10,6,13,3,249,31,1,0,0,7,20,2,7,3,7,1,0,0,37,8,11,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,23.0,2001,28,28,2473,27.5,2,0,2,2,0,0,3,0,1.3,1.3,0.7,1.9,0.07,0.07,18,84,25,22,6,27.3,0.80,0.22,0.09,0.33,21.7,0,0,0,1.3,1.3,0.06,+0.7,+0.7,844,997,84.7,12821,2665,0,0.7,0.6,-0.7,10,65,9,0,84,965,27,19,3,3,3,8,0,0,0,0,844,89,56,19,45,25,64,45.3,35,49,15,34,37,126,51,0,43,1.56,37,0,0,0,2,4,2,0.07,1325,71,351,746,241,16,1325,21,9,42.9,9,42.9,551,2719,1187,18,16,3,35,20,686,25,3,0,0,40,23,1,3,37,56,0,0,0,149,26,31,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,Martin Frese,dk DEN,DF,Hellas Verona,it Serie A,27.0,1998,5,3,336,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.03,3,10,6,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,115,169,68.0,1871,620,0,0.1,0.0,-0.1,4,8,1,0,10,140,28,2,0,0,7,26,0,0,0,0,115,13,7,6,7,0,8,62.5,3,2,1,1,6,19,14,1,7,1.87,5,2,0,0,0,0,0,0.00,212,14,81,100,31,1,212,1,0,0.0,0,0.0,100,398,197,3,4,0,1,0,115,6,0,0,0,7,7,0,7,6,7,0,0,0,7,7,7,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,Remo Freuler,ch SUI,MF,Bologna,it Serie A,32.0,1992,28,28,2451,27.2,0,2,2,0,0,0,6,0,1.0,1.0,1.3,2.2,0.07,0.08,33,164,46,12,3,25.0,0.44,0.11,0.00,0.00,21.4,0,0,0,1.0,1.0,0.08,-1.0,-1.0,1344,1529,87.9,22209,5746,2,1.3,1.3,+0.7,29,163,21,4,164,1447,77,63,2,1,15,12,0,0,0,0,1344,62,28,23,31,8,62,45.2,34,31,3,28,28,90,48,1,58,2.13,52,0,1,0,0,5,3,0.11,1770,59,314,1117,353,24,1770,10,5,50.0,4,40.0,973,4410,2039,33,31,1,28,9,1202,46,6,0,0,36,15,1,15,28,28,0,0,0,117,23,22,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,27.0,1998,18,17,1441,16.0,0,0,0,0,0,0,8,2,0.1,0.1,0.2,0.3,0.00,0.02,2,49,0,1,1,100.0,0.06,0.06,0.00,0.00,5.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1,921,1019,90.4,19114,6473,0,0.2,0.4,-0.2,3,41,5,1,49,972,46,41,0,2,2,4,0,0,0,0,921,45,31,24,20,1,51,54.9,23,28,15,13,29,74,87,0,8,0.50,6,1,0,1,0,0,0,0.00,1229,166,716,492,26,2,1229,6,5,83.3,1,16.7,743,3489,1461,2,3,0,8,5,768,0,8,2,1,17,13,1,2,29,31,0,0,2,94,33,31,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,29.0,1995,19,9,948,10.5,0,1,1,0,0,0,0,0,0.4,0.4,0.6,1.0,0.09,0.10,11,35,2,7,2,28.6,0.66,0.19,0.00,0.00,9.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,606,681,89.0,10606,3612,1,0.6,0.4,+0.4,2,22,1,0,35,661,19,10,0,0,0,1,0,0,0,0,606,14,8,11,3,0,15,53.3,7,16,12,4,5,19,54,0,7,0.66,6,0,0,1,0,0,1,0.09,793,88,412,359,23,15,793,2,2,100.0,0,0.0,490,2423,1265,11,3,0,5,3,568,2,0,0,0,5,4,0,0,5,8,0,0,0,39,31,17,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,de Bundesliga,24.0,2000,26,19,1786,19.8,4,5,9,4,0,0,3,0,3.5,3.5,3.8,7.3,0.45,0.37,75,43,204,28,14,50.0,1.41,0.71,0.14,0.29,14.6,0,0,0,3.5,3.5,0.13,+0.5,+0.5,519,684,75.9,7707,1783,5,3.8,3.9,+1.2,24,23,24,14,43,620,62,1,0,2,84,61,0,0,0,0,519,29,22,11,11,7,25,52.0,12,21,0,21,7,36,14,0,54,2.72,44,0,2,4,1,3,10,0.50,892,16,100,303,497,92,892,62,19,30.6,40,64.5,513,3181,1775,75,30,26,35,20,607,204,3,0,0,15,20,8,84,7,22,0,1,0,72,11,21,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,28.0,1997,26,22,1834,20.4,4,3,7,4,0,0,2,1,4.6,4.6,3.1,7.7,0.34,0.38,62,41,158,40,12,30.0,1.96,0.59,0.10,0.33,15.9,0,0,0,4.6,4.6,0.11,-0.6,-0.6,354,519,68.2,5082,1397,3,3.1,2.0,-0.1,25,18,27,13,41,508,9,0,2,1,56,9,0,0,0,0,354,25,13,9,9,7,34,29.4,24,16,0,16,14,39,18,1,51,2.50,42,0,5,1,3,0,7,0.34,759,16,120,240,421,77,759,74,26,35.1,40,54.1,450,3060,1650,62,43,22,49,30,515,158,2,1,0,33,20,2,56,14,13,0,0,0,78,10,16,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,Darío Fuentes,es ESP,DF,Sevilla,es La Liga,22.0,2003,1,0,5,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,2,0,0,0,2,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,Chris Führich,de GER,"MF,FW",Stuttgart,de Bundesliga,27.0,1998,25,16,1418,15.8,1,2,3,1,0,0,1,0,1.5,1.5,2.5,4.0,0.19,0.25,72,71,151,22,8,36.4,1.40,0.51,0.05,0.13,17.7,2,0,0,1.5,1.5,0.07,-0.5,-0.5,570,725,78.6,8068,2366,2,2.5,4.3,-0.5,23,28,34,8,71,656,66,8,6,1,63,22,36,16,0,0,570,11,6,2,4,5,23,43.5,13,20,2,18,5,16,14,0,62,3.94,49,5,3,5,0,0,5,0.32,879,16,86,321,483,80,879,63,30,47.6,31,49.2,534,4023,2035,72,42,39,26,21,636,151,1,0,0,7,3,2,63,5,6,0,0,0,45,3,6,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,Shiō Fukuda,jp JPN,"FW,MF",Gladbach,de Bundesliga,20.0,2004,4,0,43,0.5,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,2.09,0.72,0,1,2,1,1,100.0,2.09,2.09,1.00,1.00,20.5,0,0,0,0.3,0.3,0.35,+0.7,+0.7,5,7,71.4,49,13,0,0.0,0.0,0.0,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,2,4.19,2,0,0,0,0,0,1,2.09,12,0,0,4,8,1,12,3,1,33.3,2,66.7,7,21,7,0,1,0,1,0,9,2,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,Angelo Fulgini,fr FRA,"MF,FW",Lens,fr Ligue 1,28.0,1996,20,11,925,10.3,1,1,2,1,0,0,3,0,2.1,2.1,2.6,4.7,0.19,0.46,24,62,103,22,7,31.8,2.14,0.68,0.05,0.14,17.7,2,0,0,2.1,2.1,0.10,-1.1,-1.1,441,569,77.5,6490,1758,1,2.6,2.5,-1.6,20,28,25,7,62,523,40,11,7,5,37,8,12,4,6,0,441,13,9,6,4,3,16,37.5,10,11,1,10,2,15,3,0,44,4.28,33,8,0,2,1,0,2,0.19,709,8,74,313,327,41,709,36,9,25.0,24,66.7,438,2167,1072,24,23,7,26,23,543,103,3,0,0,13,26,2,37,2,9,0,0,0,47,8,13,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,Niclas Füllkrug,de GER,FW,West Ham,eng Premier League,32.0,1993,9,3,370,4.1,2,1,3,2,0,0,1,0,1.4,1.4,1.0,2.4,0.73,0.59,3,4,8,8,3,37.5,1.95,0.73,0.25,0.67,10.3,0,0,0,1.4,1.4,0.18,+0.6,+0.6,53,77,68.8,723,93,1,1.0,0.2,0.0,7,3,1,0,4,70,7,0,0,1,0,0,0,0,0,0,53,2,2,0,1,1,3,66.7,1,0,0,0,0,2,5,0,11,2.67,10,0,0,1,0,0,1,0.24,111,7,8,60,43,20,111,3,0,0.0,3,100.0,40,146,74,3,2,2,10,2,78,8,1,0,0,9,3,4,0,0,2,0,0,0,4,20,24,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,Kyogo Furuhashi,jp JPN,FW,Rennes,fr Ligue 1,30.0,1995,4,1,114,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.10,0,0,3,1,0,0.0,0.79,0.00,0.00,,22.7,0,0,0,0.1,0.1,0.13,-0.1,-0.1,3,10,30.0,43,0,0,0.0,0.0,0.0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,,0,0,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0.00,16,0,3,6,7,2,16,0,0,,0,,8,22,17,0,0,0,2,1,9,3,0,0,0,2,1,0,0,0,1,0,0,0,1,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Manuel Fuster,es ESP,"FW,MF",Las Palmas,es La Liga,27.0,1997,20,6,694,7.7,2,0,2,2,0,0,2,0,0.6,0.6,1.1,1.7,0.26,0.22,15,43,60,12,5,41.7,1.56,0.65,0.17,0.40,22.3,0,0,0,0.6,0.6,0.05,+1.4,+1.4,308,402,76.6,4986,1333,0,1.1,1.0,-1.1,20,27,17,5,43,360,38,18,2,3,48,6,14,6,7,0,308,13,7,2,7,4,21,57.1,9,10,1,9,2,15,11,0,39,5.05,32,4,1,0,1,1,4,0.52,476,12,51,217,209,19,476,12,4,33.3,6,50.0,271,1267,620,15,12,3,14,11,350,60,2,0,0,10,25,1,48,2,7,0,0,0,36,3,9,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
